0,1,2,3,4
40,11.8530731201,11.8641729355,11.8597173691,11.9753856659,11.9415197372
41,11.9916219711,11.9885845184,12.0005073547,11.9440526962,11.9296722412
42,11.8393182755,11.8931598663,11.8827829361,11.8207197189,11.8089294434
43,11.8122663498,11.798915863,11.7777557373,11.7693138123,11.7517156601
44,11.9423894882,11.9080410004,11.8946247101,11.8210458755,11.8268127441
45,12.5167627335,12.6201152802,12.5312280655,12.5162563324,12.5240888596
46,12.4119672775,12.4548797607,12.5394353867,12.4282140732,12.4815673828
47,12.3726177216,12.4066810608,12.4217777252,12.357503891,12.3966426849
48,11.4976358414,11.4713134766,11.4753713608,11.6196613312,11.6220579147
49,11.783741951,11.7794389725,11.7744522095,11.7660303116,11.7681064606
50,12.121963501,12.0967521667,12.0133829117,12.0991363525,12.0705356598
51,11.7456445694,11.764330864,11.755566597,11.7431869507,11.7096414566
52,11.4743404388,11.5216684341,11.5035619736,11.2829351425,11.5758466721
53,12.4690113068,12.7275419235,12.6680679321,12.7249403,12.6720438004
54,11.7946710587,11.7800416946,11.6744937897,11.906914711,11.7911996841
55,11.9814167023,11.9846773148,11.9612083435,12.0369501114,12.0067949295
56,12.240439415,12.1920614243,12.2321176529,12.2121934891,12.2242546082
57,12.1651964188,12.1774215698,12.1539573669,12.1493673325,12.1788015366
58,13.062412262,13.0444278717,12.9885349274,12.9429578781,12.8220806122
59,11.7019491196,11.7183513641,11.6890687943,11.7289104462,11.7213335037
60,12.0642614365,12.0543317795,12.0318813324,11.9449138641,11.98391819
61,11.5943927765,11.5694580078,11.4493246078,11.443195343,11.434012413
62,12.2566614151,12.2837371826,12.2514429092,12.2729091644,12.2721328735
63,11.8260087967,11.8395700455,11.8962574005,11.8894414902,11.9472532272
64,12.3443078995,12.3315343857,12.3809013367,12.3241281509,12.3572225571
65,12.5984897614,12.600610733,12.6527462006,12.5977392197,12.6372509003
66,12.2951965332,12.315202713,12.4126787186,12.337521553,12.3978452682
67,12.3043985367,12.2769527435,12.2724227905,12.2620105743,12.2515649796
68,11.2501897812,11.2315979004,11.2822580338,11.4848546982,11.4870100021
69,12.3715076447,12.3862075806,12.3863945007,12.4129505157,12.3651037216
70,12.3664979935,12.49010849,12.5554742813,12.286989212,12.4054727554
71,11.6923294067,11.6859254837,11.7147245407,11.7047157288,11.7025499344
72,12.1478805542,12.1694927216,12.2000102997,12.1206007004,12.1514015198
73,11.8386392593,11.811340332,11.9044647217,11.8661355972,11.8723402023
74,11.5887002945,11.5637321472,11.5978908539,11.6448411942,11.6537466049
75,11.4590091705,11.4861793518,11.4297466278,11.3610935211,11.4101018906
76,11.6899061203,11.7041749954,11.6840648651,11.7155275345,11.6614522934
77,11.7530593872,11.7054300308,11.6562767029,11.676074028,11.6853742599
78,11.7058000565,11.6993751526,11.7251758575,11.7058982849,11.7256336212
79,11.7609558105,11.6965484619,11.6592178345,11.6921682358,11.6650056839
80,12.1966438293,12.204167366,12.1068916321,12.1369771957,12.1681318283
81,12.0260696411,12.0157489777,12.0661668777,12.0289020538,12.0449438095
82,12.3920183182,12.3893022537,12.4029197693,12.2775192261,12.3715467453
83,11.7075119019,11.7072658539,11.7179298401,11.7359161377,11.772102356
84,12.0531606674,12.0352973938,12.0176296234,12.0540723801,12.0589475632
85,12.5325832367,12.5102272034,12.4920349121,12.5075464249,12.4870986938
86,12.1549301147,12.1248216629,12.1279296875,12.0958766937,12.1041631699
87,12.0251111984,12.0119485855,11.9735536575,12.0505638123,11.9953536987
88,10.7293233871,10.7395486832,11.0619020462,11.2714738846,11.5048532486
89,11.6528768539,11.7291040421,11.652674675,11.7209005356,11.6811666489
90,11.6051063538,11.6098566055,11.5037050247,11.5514039993,11.5195636749
91,11.6160211563,11.630522728,11.704788208,11.8432235718,11.8137540817
92,11.8297185898,11.8655347824,11.8570318222,11.7146120071,11.7150936127
93,11.8425636292,11.7631902695,12.123342514,12.0642948151,12.0473737717
94,12.2000198364,12.1705389023,12.1782302856,12.2464475632,12.2464017868
95,12.2264194489,12.2001180649,12.0808029175,12.0854492188,12.0598659515
96,12.2285079956,12.2668733597,12.3122177124,12.2913179398,12.3340864182
97,11.7259254456,11.6562414169,11.7177753448,11.7246541977,11.7447566986
98,11.2798900604,11.2555179596,11.2645711899,11.4334545135,11.4533510208
99,11.706114769,11.6859426498,11.6676216125,11.6903400421,11.6923246384
100,12.1950864792,12.2584943771,12.2756576538,12.2143592834,12.17345047
101,12.1028394699,12.0495262146,12.0270957947,12.1229944229,12.1071310043
102,11.6145381927,11.6470785141,11.7165374756,11.6637439728,11.704949379
103,12.1155662537,12.0991897583,12.1012649536,12.1848573685,12.1971139908
104,11.9884872437,11.9428815842,11.9531030655,11.9393978119,11.9718227386
105,12.4690351486,12.4399547577,12.4323129654,12.4957399368,12.4701347351
106,11.3882522583,11.4300994873,11.3589448929,11.3420238495,11.4630317688
107,11.4373340607,11.4065856934,11.4088973999,11.5257358551,11.559091568
108,11.6704778671,11.6667728424,11.6206264496,11.6071720123,11.6711940765
109,12.1907691956,12.2473077774,12.1811256409,12.1458377838,12.1784524918
110,11.7831020355,11.8622188568,11.8320703506,11.8490915298,11.8816070557
111,12.0832176208,12.1262273788,12.0850877762,12.0494356155,12.0506944656
112,12.7444257736,12.8018884659,12.6987400055,12.6704559326,12.6217737198
113,12.2284374237,12.3171920776,12.2831344604,12.2775726318,12.2317552567
114,12.3982429504,12.4076719284,12.2332315445,12.1379184723,12.1047515869
115,11.9791965485,12.023771286,11.9916934967,11.9655418396,12.0073537827
116,11.7039937973,11.6961708069,11.7321414948,11.8190088272,11.8393125534
117,11.8653640747,11.893196106,11.886305809,11.8612995148,11.8764486313
118,12.5395975113,12.6020393372,12.7494745255,12.4223871231,12.6128377914
119,12.0892658234,12.1024417877,12.0213670731,12.0778017044,12.0653266907
120,12.1926689148,12.1061515808,12.1007108688,12.0925779343,11.9401884079
121,11.4477586746,11.4988975525,11.4486856461,11.6199626923,11.5618362427
122,11.8249893188,11.8759050369,11.8448839188,11.8661022186,11.8469810486
123,12.0113315582,11.9795732498,11.9974870682,12.0997924805,12.0759410858
124,11.9924907684,12.048251152,12.0695724487,12.0655183792,12.0381469727
125,11.4389228821,11.4705715179,11.4430704117,11.4483327866,11.3498840332
126,11.8138523102,11.7680845261,11.8533725739,11.819732666,11.8146371841
127,11.417550087,11.3911447525,11.3483333588,11.5416154861,11.505604744
128,11.8646678925,11.836359024,11.9325561523,11.9422130585,11.8965291977
129,11.8205080032,11.7864599228,11.8323917389,11.8311510086,11.8695821762
130,12.2600069046,12.3265914917,12.2762317657,12.2401103973,12.2962446213
131,12.3644714355,12.3190393448,12.2600765228,12.2605333328,12.266289711
132,11.9171247482,11.9519100189,11.9177150726,11.8790922165,11.8891592026
133,12.3078041077,12.2661962509,12.2758483887,12.3229875565,12.2198734283
134,12.0279426575,12.0303869247,12.052564621,12.0372962952,12.0604667664
135,12.1326656342,12.1418685913,12.1467475891,12.1064386368,12.0836486816
136,11.8843793869,11.8587865829,11.8466415405,11.9095716476,11.9426956177
137,11.9544811249,12.0644445419,12.1795425415,12.018368721,12.3082513809
138,12.4232654572,12.4018650055,12.406870842,12.4630489349,12.4406375885
139,12.2380657196,12.2152872086,12.1769828796,12.1911993027,12.1973876953
140,11.5229358673,11.5147867203,11.5717258453,11.5571708679,11.5605268478
141,12.3232269287,12.3831825256,12.3422517776,12.3137159348,12.4231500626
142,11.7197303772,11.7122888565,11.6561021805,11.7587766647,11.7676944733
143,12.368057251,12.3133430481,12.3263921738,12.2857189178,12.2736110687
144,11.7496891022,11.8194389343,11.8392810822,11.8221654892,11.8886833191
145,11.7737569809,11.8061847687,11.7368631363,11.8898353577,11.926530838
146,11.5596933365,11.625951767,11.5147914886,11.5542020798,11.539765358
147,12.2878465652,12.2750177383,12.3176422119,12.3255262375,12.3233528137
148,11.9042854309,11.9278287888,11.9249629974,11.8166294098,11.8862333298
149,11.6584997177,11.6439285278,11.5697212219,11.6134319305,11.6221160889
150,11.8633880615,11.8257923126,11.8220281601,11.8206205368,11.8240213394
151,12.7640237808,12.6984186172,12.6580200195,12.6751852036,12.6719808578
152,12.1589403152,12.134393692,12.1507701874,12.1363344193,12.1437158585
153,12.2954854965,12.2357177734,12.1366968155,12.0501890182,12.0222787857
154,11.3832712173,11.4774675369,11.5461130142,11.4532766342,11.6732416153
155,11.1577205658,11.2656517029,11.0844535828,11.3852615356,11.3224878311
156,11.5394649506,11.6356868744,11.6249647141,11.5798683167,11.5811729431
157,12.4709634781,12.514456749,12.5596036911,12.5949106216,12.5348291397
158,12.3767261505,12.3636274338,12.3737955093,12.3918809891,12.3701114655
159,12.4570093155,12.5712795258,12.5348834991,12.463809967,12.5355968475
160,12.1154251099,12.0431241989,11.9804172516,12.0029716492,12.0055456161
161,12.8364162445,12.877869606,12.9540872574,12.8154687881,12.809472084
162,12.4565086365,12.4459514618,12.4211416245,12.3312578201,12.387348175
163,11.4325180054,11.4527454376,11.4055109024,11.5719985962,11.4966878891
164,11.9188165665,11.9210777283,11.8741836548,11.7845907211,11.8395814896
165,11.6762742996,11.6553678513,11.728433609,11.687918663,11.6191444397
166,12.1605882645,12.1826610565,12.126493454,12.0632429123,12.0510883331
167,12.7710723877,12.7774124146,12.7775144577,12.756234169,12.7178096771
168,12.1434793472,12.1699466705,12.2009267807,12.1906738281,12.1932125092
169,12.2436904907,12.3049430847,12.3520593643,12.3986997604,12.367939949
170,11.71098423,11.7917327881,11.8045425415,11.7421207428,11.7889261246
171,12.2922935486,12.3069057465,12.2856969833,12.1326551437,12.0667905807
172,12.2222414017,12.315694809,12.2256689072,12.1741485596,12.1796836853
173,11.9511833191,11.9535751343,11.9068117142,11.9161968231,11.9311990738
174,12.1098270416,12.1420459747,12.1112575531,12.1457023621,12.2008857727
175,12.1820783615,12.2404060364,12.2963199615,12.2543916702,12.2514514923
176,12.3734111786,12.3019218445,12.2728204727,12.2997398376,12.3050193787
177,12.0317735672,12.0599975586,12.065123558,12.1511974335,12.0673189163
178,13.0244007111,12.9934139252,13.0043869019,12.8621730804,12.9540596008
179,11.4895267487,11.5410604477,11.6234331131,11.6836423874,11.6495161057
180,12.075428009,12.0313806534,12.0811452866,12.0543994904,12.051981926
181,12.0785894394,12.0661878586,12.129483223,12.0663118362,12.0210447311
182,11.6728591919,11.6728429794,11.6989822388,11.7526626587,11.7516536713
183,12.0732803345,12.0915565491,12.1797504425,11.9988203049,12.2246837616
184,11.804857254,11.8354101181,11.7718048096,11.7596797943,11.7153215408
185,12.6752738953,12.6732025146,12.6445865631,12.9002418518,12.7611074448
186,12.0804481506,12.1027240753,12.1029729843,12.0923852921,12.1014871597
187,11.7074775696,11.6747903824,11.6904220581,11.7148094177,11.7655773163
188,11.7941474915,11.8795757294,11.8824825287,11.8618793488,11.8769731522
189,12.5773210526,12.5805864334,12.4719209671,12.5646381378,12.4953765869
190,12.4569473267,12.5179786682,12.6986446381,12.4402065277,12.4792604446
191,12.1286497116,12.1749706268,12.0846261978,12.0485086441,12.0384969711
192,12.2060785294,12.2072658539,12.2019281387,12.2083492279,12.1871328354
193,11.808763504,11.817035675,11.8508996964,11.8310956955,11.8454856873
194,11.7368030548,11.716919899,11.7053050995,11.7517538071,11.7195587158
195,11.8501462936,11.8695344925,11.9172115326,11.9094152451,11.9182224274
196,12.7735881805,12.6836233139,12.5878038406,12.6252794266,12.5212488174
197,12.2830305099,12.3909063339,12.6301546097,12.5911455154,12.6061563492
198,11.6715984344,11.7519893646,11.6514959335,11.6810007095,11.7600259781
199,12.7169132233,12.714969635,12.6104068756,12.6636152267,12.6140480042
200,11.825428009,11.782579422,11.87200737,11.9258403778,11.9223947525
201,12.0416822433,12.0202474594,12.0023956299,11.9090185165,11.967754364
202,11.6922025681,11.6651620865,11.6546344757,11.7651414871,11.6647405624
203,11.8708658218,11.8539438248,11.8855848312,11.9131908417,11.8917713165
204,11.5158319473,11.6041870117,11.6469011307,11.6241807938,11.6401329041
205,12.0884504318,12.09694767,12.047870636,12.0734786987,12.1151676178
206,11.8187704086,11.7608146667,11.785533905,11.9436683655,11.9359416962
207,11.7698984146,11.7227249146,11.8097200394,11.8009185791,11.8203630447
208,12.4585018158,12.4459867477,12.4476041794,12.4706697464,12.4058589935
209,11.9573564529,11.936756134,11.9537963867,11.9338922501,11.9160995483
210,11.4286613464,11.3935232162,11.3337926865,11.3119935989,11.4358863831
211,12.0390529633,12.0192775726,12.046210289,12.0690860748,12.0972929001
212,12.3884706497,12.4185762405,12.4269018173,12.2248077393,12.27917099
213,11.9726133347,11.969162941,11.9326152802,11.8859815598,11.8731527328
214,11.9268379211,11.9447946548,11.871295929,11.9300756454,11.8919277191
215,11.7971067429,11.7665710449,11.8205804825,11.8948345184,11.8991146088
216,12.2874336243,12.2505321503,12.1985406876,12.223608017,12.206205368
217,11.5514411926,11.4573450089,11.372836113,11.5414514542,11.543548584
218,12.3664751053,12.4353246689,12.4373865128,12.2628564835,12.2717208862
219,12.0641870499,12.0771350861,12.0778036118,12.0880374908,12.0919847488
220,12.1749696732,12.2432250977,12.266623497,12.2644796371,12.3028202057
221,12.232008934,12.2901258469,12.231584549,12.2973165512,12.289352417
222,12.0778608322,12.0589056015,12.0661449432,12.1054964066,12.082403183
223,11.6120691299,11.6210384369,11.67831707,11.6653633118,11.6996450424
224,12.9631175995,12.9766454697,13.0109004974,12.9114274979,12.963019371
225,11.4446315765,11.4736099243,11.4518966675,11.4714393616,11.6029081345
226,12.4941596985,12.4728336334,12.4537506104,12.5391683578,12.5496244431
227,11.526424408,11.5054197311,11.4721431732,11.4399175644,11.4510831833
228,11.5890083313,11.5786409378,11.6657648087,11.7202348709,11.7493810654
229,12.1611127853,12.1544485092,12.1485042572,12.1946411133,12.2063598633
230,11.8062324524,11.8077983856,11.8356122971,11.8170213699,11.8425970078
231,12.7584352493,12.7776794434,12.7313718796,12.7216749191,12.6883831024
232,11.4571371078,11.4516248703,11.4681940079,11.5932435989,11.497420311
233,11.8088712692,11.7575683594,11.7686138153,11.7454614639,11.7515554428
234,12.2638053894,12.2681369781,12.2447080612,12.2602367401,12.2437286377
235,11.4539337158,11.4196748734,11.3762207031,11.4647064209,11.4358034134
236,12.1116628647,12.1633415222,12.1212472916,12.1650876999,12.1618595123
237,12.1474809647,12.278055191,12.2427845001,12.2254219055,12.2228832245
238,12.5157022476,12.5215206146,12.4200658798,12.4550580978,12.4923973083
239,11.6748485565,11.7414999008,11.8024873734,11.7487201691,11.8257160187
240,12.4221200943,12.4301919937,12.4518079758,12.3794326782,12.4417676926
241,11.4932289124,11.5584859848,11.4788684845,11.467549324,11.479549408
242,11.4795913696,11.4768152237,11.4126052856,11.568898201,11.598692894
243,11.8091201782,11.7910070419,11.7821941376,11.7961463928,11.7509040833
244,12.3303976059,12.3557262421,12.3747987747,12.4023542404,12.362994194
245,12.2527313232,12.2673082352,12.2976255417,12.2005138397,12.3415260315
246,11.7149848938,11.838133812,11.7826910019,11.7173929214,11.7932243347
247,11.8185558319,11.8733148575,11.892416954,11.903878212,11.8762102127
248,12.1938676834,12.1596565247,12.1632947922,12.2019119263,12.1889123917
249,12.5062675476,12.5371398926,12.5060024261,12.3906269073,12.3370656967
250,11.1962633133,11.3112268448,11.3008527756,11.4469261169,11.4585466385
251,12.444021225,12.4832191467,12.5655546188,12.4846200943,12.5213823318
252,12.0742893219,12.0852279663,12.1211986542,12.1349229813,12.1330156326
253,12.0894136429,12.0333833694,11.9467334747,11.9452419281,11.9582853317
254,11.8109588623,11.8524827957,11.9068031311,11.846622467,11.891494751
255,12.2411832809,12.2711029053,12.2927751541,12.3292951584,12.3555650711
256,12.286857605,12.244474411,12.1897001266,12.1901855469,12.2104196548
257,12.3418178558,12.2908782959,12.3608102798,12.3679018021,12.4073982239
258,12.3237724304,12.2709789276,12.2284832001,12.2828817368,12.2706699371
259,11.525604248,11.5668554306,11.6063404083,11.5814828873,11.5621538162
260,12.0016078949,11.9940576553,12.0706977844,11.9789209366,11.9911384583
261,12.6725206375,12.6800613403,12.753159523,12.7719688416,12.7272348404
262,12.0534248352,12.0225849152,11.9598522186,11.9939670563,11.9107408524
263,11.6597537994,11.7682199478,11.7172794342,11.735253334,11.7323760986
264,11.2129936218,11.2384147644,11.3411045074,11.4252595901,11.4553804398
265,12.1470499039,12.1069507599,12.0558347702,12.0871667862,12.086482048
266,12.0879554749,12.1397724152,12.1381874084,12.1356868744,12.1299362183
267,12.1600131989,12.1453351974,12.0873012543,12.0050897598,12.0047397614
268,11.7015285492,11.5907716751,11.6002340317,11.6083993912,11.6347208023
269,11.9629859924,11.9041423798,11.9311103821,11.8605823517,11.8854885101
270,12.4927358627,12.4777202606,12.5488815308,12.479596138,12.4546899796
271,12.2178497314,12.2194004059,12.1472082138,12.1551332474,12.0888700485
272,12.6713218689,12.6797828674,12.6621694565,12.5581073761,12.5222225189
273,11.9729394913,11.9894123077,12.0449094772,11.9370918274,11.9666156769
274,11.8439245224,11.7845649719,11.8000087738,11.7542152405,11.7606134415
275,12.1387310028,12.1234035492,12.1328020096,12.0066404343,11.9899101257
276,12.1752109528,12.2163419724,12.2392530441,12.3379459381,12.3044071198
277,11.6146602631,11.6247425079,11.6093025208,11.6628465652,11.578748703
278,12.9506988525,12.892745018,12.8767843246,12.9486160278,12.8502235413
279,12.2927513123,12.3037996292,12.2770395279,12.2158136368,12.2277164459
280,12.3842229843,12.3100118637,12.2890090942,12.3298978806,12.2992897034
281,12.2959384918,12.2331523895,12.1366348267,12.181927681,12.1283073425
282,12.2694406509,12.2956066132,12.2828569412,12.3394517899,12.3104496002
283,12.298740387,12.3433532715,12.4258298874,12.4135112762,12.3916940689
284,12.0867710114,12.1159315109,12.1395292282,12.1414585114,12.1718959808
285,12.0545053482,12.0298681259,12.0281858444,11.9928178787,12.0040483475
286,12.1162900925,12.0763978958,12.0668001175,12.1176719666,12.0619468689
287,11.5496025085,11.483130455,11.5163269043,11.6023302078,11.5997066498
288,11.5979118347,11.6169891357,11.6551275253,11.701130867,11.6953649521
289,11.9278087616,11.847779274,11.813044548,11.8177270889,11.807559967
290,12.3554105759,12.4190139771,12.4264945984,12.4184112549,12.4335308075
291,11.7102603912,11.6736507416,11.7046079636,11.7751150131,11.7688751221
292,11.7898244858,11.8060684204,11.8101091385,11.9016666412,11.8789539337
293,12.3665809631,12.3706789017,12.3462085724,12.3307743073,12.3349323273
294,12.0448732376,12.0724020004,11.9814414978,11.996421814,12.0041856766
295,11.9377326965,11.9198083878,11.8891391754,11.8874740601,11.8796653748
296,11.7070674896,11.8110427856,11.8030261993,11.6732330322,11.8201007843
297,12.4081859589,12.3954620361,12.3284130096,12.2679004669,12.2813968658
298,12.134721756,12.1061630249,12.1139945984,12.0726823807,12.0628614426
299,11.9958190918,11.9754714966,11.8964586258,11.8922309875,11.8615312576
300,12.0440711975,12.0230960846,12.0169343948,11.9241132736,11.901049614
301,12.4282884598,12.4908714294,12.5643815994,12.5228023529,12.5409860611
302,12.2670221329,12.2943820953,12.3672647476,12.3447628021,12.3816537857
303,11.7396278381,11.7860774994,11.8130540848,11.7628517151,11.7684211731
304,12.3705329895,12.4718284607,12.7448310852,12.2259025574,12.5160655975
305,12.4503755569,12.4823961258,12.5702381134,12.5833759308,12.6728744507
306,12.2790527344,12.3563556671,12.3639335632,12.4353837967,12.4333229065
307,11.6458311081,11.6077489853,11.5266561508,11.635931015,11.618680954
308,11.5601539612,11.5621643066,11.6520709991,11.695681572,11.6576051712
309,12.8929195404,12.8570280075,12.8485946655,12.7525720596,12.7582454681
310,12.0396633148,12.0624675751,12.0906934738,12.1049852371,12.113822937
311,11.7900285721,11.8338727951,11.8605833054,11.7493371964,11.7535409927
312,11.7267580032,11.7406044006,11.7484750748,11.724401474,11.7167606354
313,12.4384460449,12.6066122055,12.4601736069,12.3752632141,12.3920783997
314,12.0086565018,12.0354032516,12.0745429993,11.9311199188,11.9622945786
315,12.1449289322,12.1654491425,12.145031929,12.1213340759,12.0970563889
316,12.4885540009,12.4703865051,12.3989582062,12.4465103149,12.3966999054
317,12.4374237061,12.4419813156,12.4765491486,12.4298229218,12.4419574738
318,12.7107505798,12.7040119171,12.6825313568,12.6831598282,12.6410751343
319,12.1612739563,12.187048912,12.2514410019,12.1199903488,12.1882667542
320,12.6799440384,12.7525730133,12.7814054489,12.4975919724,12.685336113
321,12.7366333008,12.6887073517,12.747672081,12.7061452866,12.7053508759
322,12.522274971,12.4879465103,12.5082187653,12.4976739883,12.4432239532
323,11.7667312622,11.7843580246,11.6677589417,11.7207565308,11.7493343353
324,12.4226589203,12.4574956894,12.4245176315,12.4815969467,12.4365406036
325,11.389623642,11.4228897095,11.3057022095,11.4656953812,11.4091815948
326,12.5499773026,12.5577173233,12.6098937988,12.458272934,12.5138454437
327,11.9217996597,11.9000272751,11.8494625092,11.9324245453,11.9205389023
328,11.9248094559,11.8958396912,11.9434213638,11.9266376495,11.949593544
329,11.2345209122,11.393029213,11.2739915848,11.3687152863,11.3273649216
330,11.8578195572,11.8556785583,11.8187389374,11.8892745972,11.8711919785
331,11.8248100281,11.7538738251,11.8212985992,11.8208627701,11.8346633911
332,12.5046072006,12.492846489,12.5037345886,12.5267801285,12.5246219635
333,12.2450218201,12.2474937439,12.19257164,12.1490001678,12.1650762558
334,12.268866539,12.2421617508,12.13560009,12.1356887817,12.1229057312
335,12.2128820419,12.4202823639,12.2918453217,12.1720914841,12.1525354385
336,12.9042205811,12.8373794556,12.8468532562,12.783446312,12.7419843674
337,12.2786951065,12.274684906,12.2903852463,12.3032121658,12.2975559235
338,12.2768707275,12.3046178818,12.2891607285,12.1870498657,12.194475174
339,11.8564863205,11.8563394547,11.9318799973,11.8423204422,11.871462822
340,12.2372541428,12.2786655426,12.3201475143,12.2952404022,12.3230342865
341,11.2958860397,11.3134012222,11.4000453949,11.510263443,11.4536371231
342,11.3538761139,11.3299531937,11.3893289566,11.4340019226,11.4127750397
343,12.5895338058,12.5796060562,12.5782022476,12.644785881,12.584605217
344,11.3336238861,11.402141571,11.3331785202,11.4779348373,11.5262174606
345,11.7930288315,11.7686405182,11.821100235,11.8079252243,11.8205108643
346,11.8665895462,11.887134552,11.8945846558,11.8095798492,11.8021936417
347,12.100063324,12.1044597626,12.1091604233,12.080745697,12.0877447128
348,12.1340065002,12.1347465515,12.0963907242,12.1201639175,12.0950946808
349,12.9450025558,12.9715595245,13.018652916,12.9982738495,13.0088644028
350,12.5802946091,12.6203718185,12.5747070312,12.5884208679,12.5677671432
351,12.2856054306,12.210688591,12.2677583694,12.3295936584,12.2273206711
352,11.4333953857,11.4917192459,11.452673912,11.6159067154,11.4326477051
353,11.5702934265,11.5552940369,11.5584087372,11.6522636414,11.65026474
354,11.8660936356,11.9035711288,11.9548282623,11.9024515152,11.8864927292
355,12.0982789993,12.0382184982,12.028588295,12.120724678,12.056098938
356,12.0792427063,12.0286388397,11.9932909012,12.0754404068,12.0321397781
357,11.8147640228,11.8002138138,11.8836669922,11.8303480148,11.8751392365
358,11.7374773026,11.649307251,11.7338619232,11.809129715,11.7703800201
359,12.6334095001,12.6081829071,12.5515642166,12.4262695312,12.4421281815
360,11.9594316483,11.9272451401,11.9244747162,11.8801259995,11.8599100113
361,11.9626989365,11.9006748199,11.8766489029,11.8203001022,11.8060464859
362,11.9152889252,12.0504131317,12.1859502792,12.2410163879,12.2455472946
363,11.6152839661,11.6324720383,11.6173944473,11.5117101669,11.5036869049
364,12.1189260483,12.1077566147,12.1607370377,12.1330823898,12.1122722626
365,11.6980199814,11.6774082184,11.7859544754,11.6916131973,11.7304725647
366,12.0626907349,12.0592327118,11.9737319946,12.0152282715,12.003777504
367,11.901889801,11.956448555,11.9167566299,11.9826898575,11.9462251663
368,11.7922296524,11.822060585,11.8600702286,11.8928222656,11.8884010315
369,12.0125322342,12.0627880096,11.9304962158,11.9241924286,11.9261846542
370,12.0747337341,12.1029462814,12.068854332,12.0841712952,12.0853652954
371,11.749080658,11.6452198029,11.7363348007,11.9135551453,11.8846940994
372,11.6654472351,11.6931581497,11.6961288452,11.7365846634,11.7159900665
373,11.740527153,11.7873792648,11.7020730972,11.7987108231,11.7582683563
374,12.2449502945,12.2233104706,12.2316293716,12.2103424072,12.2177391052
375,10.9879398346,11.0150136948,11.2651481628,11.2405853271,11.2391395569
376,11.8248128891,11.8762435913,11.8535842896,11.8633413315,11.8307104111
377,12.5003023148,12.5097045898,12.604224205,12.5327920914,12.5140333176
378,12.8406267166,12.7765522003,12.800204277,12.8605861664,12.758898735
379,12.0834560394,12.0907392502,12.0644865036,12.105682373,12.1337842941
380,11.9881706238,11.975233078,11.8547019958,11.8791542053,11.8601427078
381,12.267539978,12.2722415924,12.2340250015,12.1914510727,12.1930246353
382,12.1974306107,12.2151117325,12.2046632767,12.2243328094,12.2647542953
